rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
11,ai in banking conference 2026,geo,quarter,62.6,0.295,1.4,False,2026-08-08: suggestion for 'ai in banking' [AE/en] | 2026-08-09: suggestion for 'ai in banking' [AE/en] | 2026-08-10: suggestion for 'ai in banking' [AE/en],"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
12,البنوك الرقمية الإمارات,geo,quarter,60.8,0.489,0.596,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
13,open banking regulation uae,geo,quarter,60.8,0.195,1.4,False,2026-08-08: suggestion for 'open banking uae' [AE/ar] | 2026-08-09: suggestion for 'open banking uae' [AE/ar] | 2026-08-10: suggestion for 'open banking uae' [AE/ar],"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
14,digital dirham,geo,quarter,60.7,0.671,0.142,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
15,ai in banking,geo,quarter,57.2,-0.119,0.262,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
16,bnpl uae,geo,quarter,56.5,0.235,0.383,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
17,use cases for ai in banking,geo,quarter,55.7,0.2,0.474,False,2026-08-08: suggestion for 'for ai in banking' [AE/en] | 2026-08-09: suggestion for 'for ai in banking' [AE/en] | 2026-08-10: suggestion for 'for ai in banking' [AE/en],"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
18,الدرهم الرقمي,geo,quarter,53.1,-0.053,0.512,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
19,open banking uae,geo,quarter,52.9,-0.343,-0.23,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
20,digital banks uae,geo,quarter,51.2,-0.197,0.292,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
