rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
11,evaluate adcb on fees and charges,seo,week,86.6,0.022,10.769,False,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,Create/refresh a dedicated page targeting this query; interlink from related pages.
12,evaluate adcb on eligibility and documentation,seo,week,85.9,0.006,10.766,False,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,Create/refresh a dedicated page targeting this query; interlink from related pages.
13,evaluate adcb on accounts,seo,week,85.7,0.002,6.854,False,2026-08-08: AI prompt (Google Gemini) · topic: Accounts | 2026-08-08: AI prompt (ChatGPT) · topic: Accounts | 2026-08-08: AI prompt (Google AI Overviews) · topic: Accounts,Create/refresh a dedicated page targeting this query; interlink from related pages.
14,evaluate adcb on credit cards,seo,week,80.8,-0.014,2.804,False,2026-08-08: AI prompt (Google Gemini) · topic: Credit cards | 2026-08-08: AI prompt (Google AI Overviews) · topic: Credit cards | 2026-08-09: AI prompt (Google Gemini) · topic: Credit cards,Create/refresh a dedicated page targeting this query; interlink from related pages.
15,adcb,seo,week,71.8,0.47,0.276,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
16,what is ai in banking and finance,seo,week,68.2,0.359,0.972,True,2026-08-08: question suggestion for 'what is ai in banking' [AE/en] | 2026-08-09: question suggestion for 'what is ai in banking' [AE/en] | 2026-08-10: question suggestion for 'what is ai in banking' [AE/en],"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages."
17,ai in banking industry,seo,week,63.4,0.247,0.972,True,2026-08-08: suggestion for 'ai in banking' [AE/en] | 2026-08-09: suggestion for 'ai in banking' [AE/en] | 2026-08-10: suggestion for 'ai in banking' [AE/en],"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
18,remittance uae to india,seo,week,61.5,0.398,0.728,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
19,how ai used in banking,seo,week,61.3,0.198,0.972,True,2026-08-08: question suggestion for 'كيف ai in banking' [AE/ar] | 2026-08-09: question suggestion for 'كيف ai in banking' [AE/ar] | 2026-08-10: question suggestion for 'كيف ai in banking' [AE/ar],"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages."
20,ai in banking and finance,seo,week,60.8,0.188,0.972,True,2026-08-08: suggestion for 'ai in banking' [AE/en] | 2026-08-09: suggestion for 'ai in banking' [AE/en] | 2026-08-10: suggestion for 'ai in banking' [AE/en],"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
